indicator,population_size,seed_selection,point_estimate,ci_lower,ci_upper,estimate_with_ci
document_withholding_rds,50000,degree,0.34079032968947764,0.16102494797984598,0.5205557113991093,"34.1% (16.1%, 52.1%)"
document_withholding_rds,50000,random,0.34079032968947764,0.16102494797984598,0.5205557113991093,"34.1% (16.1%, 52.1%)"
document_withholding_rds,50000,sample,0.34079032968947764,0.16102494797984598,0.5205557113991093,"34.1% (16.1%, 52.1%)"
